"NID","temp","humidity","battery_level","UT","Longitude","Latitude","State"
3728,61.8,47.9,0.94,"2015-01-10 06:00:00",-74.95018,45.22991,"Fort drum"
3623,94,57.4,0.87,"2015-07-08 06:00:00",-115.52572,36.36664,"Hawthorne"
4279,65.8,90.6,0.9,"2015-05-02 06:00:00",-81.53111,27.69132,"Hurlburt"
3909,92,57.4,0.89,"2015-06-01 00:00:00",-100.04842,41.54721,"Camp Ashland"
3824,71,94.1,0.93,"2015-01-14 18:00:00",-115.48108,36.36495,"Hawthorne"
4446,85.8,95.2,0.92,"2015-02-20 06:00:00",-81.48899,27.66718,"Hurlburt"
3814,94.9,76.1,0.9,"2015-05-10 06:00:00",-100.02974,41.52101,"Camp Ashland"
4133,86.2,81.8,0.91,"2015-04-07 00:00:00",-115.47493,36.43337,"Hawthorne"
3961,101.3,85.7,0.8,"2016-01-17 00:00:00",-81.45786,27.66912,"Hurlburt"
3673,87.1,48,0.89,"2015-05-18 06:00:00",-99.96615,41.50205,"Camp Ashland"
4488,68.2,67.8,0.74,"2016-06-25 00:00:00",-81.51338,27.71698,"Hurlburt"
3577,92.4,63.2,0.89,"2015-05-12 18:00:00",-97.44644,32.77142,"Fort Bliss"
4469,88.5,62.3,0.4,"2016-04-27 12:00:00",-115.48422,36.36955,"Hawthorne"
4397,68.7,79.4,0.81,"2016-01-04 06:00:00",-115.47015,36.35268,"Hawthorne"
3728,103.4,95.6,0.76,"2016-04-28 12:00:00",-74.95018,45.22991,"Fort drum"
4317,58.6,61.7,0.76,"2016-05-18 18:00:00",-81.47437,27.73138,"Hurlburt"
3513,106.3,99.9,0.76,"2016-04-17 12:00:00",-74.98968,45.20481,"Fort drum"
3630,106.2,49.5,0.81,"2015-12-24 12:00:00",-100.03085,41.49482,"Camp Ashland"
3763,61.4,89,0.73,"2016-07-19 12:00:00",-99.96093,41.45484,"Camp Ashland"
3990,87.1,70.3,0.93,"2015-02-04 12:00:00",-97.49387,32.72571,"Fort Bliss"
4443,65.1,45.4,0.92,"2015-02-22 12:00:00",-97.4717,32.78845,"Fort Bliss"
4065,88.7,74.4,0.9,"2015-05-07 18:00:00",-81.54641,27.7201,"Hurlburt"
3824,80.9,69,0.92,"2015-01-25 06:00:00",-115.48108,36.36495,"Hawthorne"
3660,85.4,91.2,0.44,"2016-03-28 18:00:00",-97.47429,32.76037,"Fort Bliss"
3588,59.3,79.2,0.92,"2015-02-26 18:00:00",-100.04144,41.53507,"Camp Ashland"
3535,73.8,107.8,0.86,"2015-08-20 06:00:00",-97.49487,32.74335,"Fort Bliss"
4167,80.8,58.4,0.91,"2015-03-26 12:00:00",-81.48386,27.65824,"Hurlburt"
4469,105.3,66.2,0.73,"2015-07-12 00:00:00",-115.48422,36.36955,"Hawthorne"
4148,74.5,68.4,0.92,"2015-02-18 18:00:00",-115.49922,36.36511,"Hawthorne"
3958,104.7,88.8,0.9,"2015-04-16 06:00:00",-81.46669,27.74579,"Hurlburt"
4279,108,48.7,0.85,"2015-09-07 06:00:00",-81.53111,27.69132,"Hurlburt"
3848,92.2,53.2,0.75,"2016-06-06 06:00:00",-74.99701,45.24351,"Fort drum"
3535,96.3,90.7,0.93,"2015-01-19 00:00:00",-97.49487,32.74335,"Fort Bliss"
4487,67.9,82.9,0.93,"2015-02-03 18:00:00",-115.54708,36.39182,"Hawthorne"
3990,109.7,75.7,0.75,"2016-06-06 06:00:00",-97.49387,32.72571,"Fort Bliss"
3693,83.8,45.1,0.78,"2015-05-20 00:00:00",-74.95356,45.26612,"Fort drum"
3679,64,106.5,0.88,"2015-05-24 06:00:00",-115.5269,36.43018,"Hawthorne"
4197,99.4,66.2,0.91,"2015-04-03 00:00:00",-97.4297,32.79111,"Fort Bliss"
3888,63.1,87.2,0.82,"2015-11-20 12:00:00",-97.42542,32.8131,"Fort Bliss"
3623,106,94.7,0.86,"2015-08-16 18:00:00",-115.52572,36.36664,"Hawthorne"
3700,86.8,77.7,0.81,"2015-12-02 00:00:00",-99.95644,41.48475,"Camp Ashland"
4448,90.4,68.3,0.87,"2015-07-17 06:00:00",-99.9792,41.51784,"Camp Ashland"
3909,74.9,71.1,0.8,"2016-01-10 12:00:00",-100.04842,41.54721,"Camp Ashland"
3963,86,62.1,0.78,"2016-03-11 00:00:00",-97.46018,32.78075,"Fort Bliss"
4162,109.2,77.2,0.82,"2015-04-16 00:00:00",-97.44917,32.73673,"Fort Bliss"
3917,106.5,83.4,0.82,"2015-11-04 12:00:00",-74.99922,45.24809,"Fort drum"
4268,104,64.4,0.93,"2015-02-01 18:00:00",-81.53514,27.70049,"Hurlburt"
3975,64.1,50.5,0.76,"2016-05-08 18:00:00",-97.40872,32.78419,"Fort Bliss"
3681,56.3,94.7,0.88,"2015-06-13 06:00:00",-100.02803,41.53253,"Camp Ashland"
3810,79.7,75.7,0.81,"2016-01-07 18:00:00",-115.49047,36.42567,"Hawthorne"
4472,56.8,90.9,0.79,"2016-03-01 00:00:00",-97.423,32.77893,"Fort Bliss"
3814,74.9,95,0.81,"2016-01-02 12:00:00",-100.02974,41.52101,"Camp Ashland"
3681,72.1,67.5,0.79,"2016-02-01 18:00:00",-100.02803,41.53253,"Camp Ashland"
3528,66,82.9,0.85,"2015-08-26 18:00:00",-97.47912,32.79395,"Fort Bliss"
4162,101.3,66.5,0.72,"2015-07-20 00:00:00",-97.44917,32.73673,"Fort Bliss"
4187,93.8,48.1,0.88,"2015-06-13 06:00:00",-97.4721,32.77283,"Fort Bliss"
3693,106.2,76.1,0.71,"2015-07-16 06:00:00",-74.95356,45.26612,"Fort drum"
4292,82.1,85.3,0.78,"2016-03-17 00:00:00",-74.96775,45.21805,"Fort drum"
3718,100.1,81.6,0.72,"2016-08-13 18:00:00",-75.04029,45.22394,"Fort drum"
4467,101.9,79.8,0.77,"2015-06-09 00:00:00",-99.99897,41.49113,"Camp Ashland"
3604,101.8,79.9,0.74,"2016-06-26 00:00:00",-100.01375,41.46745,"Camp Ashland"
4071,98.2,102.5,0.92,"2015-02-13 00:00:00",-81.54179,27.71191,"Hurlburt"
3830,105.6,72.3,0.77,"2016-04-13 06:00:00",-74.96081,45.25824,"Fort drum"
3961,61.4,51.6,0.86,"2015-08-20 12:00:00",-81.45786,27.66912,"Hurlburt"
3897,104.2,99,0.85,"2015-08-24 00:00:00",-75.00357,45.27926,"Fort drum"
4187,94.6,95.2,0.82,"2015-11-04 00:00:00",-97.4721,32.77283,"Fort Bliss"
3631,90.2,57.4,0.88,"2015-06-11 00:00:00",-97.46347,32.73806,"Fort Bliss"
3824,56.1,49.7,0.48,"2016-06-09 18:00:00",-115.48108,36.36495,"Hawthorne"
4317,88.2,99.5,0.73,"2016-07-31 00:00:00",-81.47437,27.73138,"Hurlburt"
4354,91.1,108.1,0.75,"2015-06-09 00:00:00",-97.45821,32.80996,"Fort Bliss"
4279,79.9,61.2,0.89,"2015-05-25 18:00:00",-81.53111,27.69132,"Hurlburt"
3660,79.6,59.1,0.27,"2016-08-21 06:00:00",-97.47429,32.76037,"Fort Bliss"
4446,99.2,103.5,0.73,"2016-07-20 06:00:00",-81.48899,27.66718,"Hurlburt"
4141,102.8,94.2,0.84,"2015-09-26 06:00:00",-75.00767,45.23878,"Fort drum"
4443,103.7,96,0.86,"2015-08-20 06:00:00",-97.4717,32.78845,"Fort Bliss"
4118,75.8,82.4,0.77,"2015-07-07 06:00:00",-81.53451,27.72172,"Hurlburt"
3715,68.4,88.4,0.77,"2016-04-13 18:00:00",-74.9937,45.22259,"Fort drum"
4493,63,105.1,0.79,"2016-02-16 12:00:00",-74.96174,45.27124,"Fort drum"
3633,108,104.9,0.81,"2015-12-18 00:00:00",-97.46019,32.72721,"Fort Bliss"
3915,85.3,80.8,0.86,"2015-08-18 00:00:00",-97.46726,32.74475,"Fort Bliss"
4375,84.9,72.8,0.46,"2016-07-14 00:00:00",-99.99663,41.45154,"Camp Ashland"
4472,89.6,52.4,0.84,"2015-09-21 06:00:00",-97.423,32.77893,"Fort Bliss"
3565,97.3,89.7,0.76,"2015-06-16 00:00:00",-99.98972,41.49483,"Camp Ashland"
3678,97.4,86.3,0.81,"2015-12-21 18:00:00",-115.46928,36.39847,"Hawthorne"
3734,60,57.8,0.73,"2016-07-09 00:00:00",-115.52564,36.43696,"Hawthorne"
4071,99.1,97.1,0.75,"2016-06-18 06:00:00",-81.54179,27.71191,"Hurlburt"
4443,56.4,60,0.76,"2016-05-17 06:00:00",-97.4717,32.78845,"Fort Bliss"
4091,107,72.6,0.9,"2015-04-29 18:00:00",-100.02732,41.45441,"Camp Ashland"
4109,73.8,88.6,0.8,"2016-01-26 18:00:00",-74.97159,45.23353,"Fort drum"
3985,108.7,88.9,0.84,"2015-10-01 12:00:00",-115.51587,36.42559,"Hawthorne"
3908,108.7,84.5,0.86,"2015-08-18 06:00:00",-81.52576,27.71139,"Hurlburt"
4109,64.6,57,0.73,"2016-07-19 06:00:00",-74.97159,45.23353,"Fort drum"
3916,59.6,87.1,0.91,"2015-03-28 06:00:00",-99.97327,41.53418,"Camp Ashland"
4071,73.7,85.8,0.82,"2015-12-01 12:00:00",-81.54179,27.71191,"Hurlburt"
4302,57.3,105.6,0.83,"2015-10-29 18:00:00",-115.49126,36.4039,"Hawthorne"
3916,101.5,77.7,0.9,"2015-04-24 18:00:00",-99.97327,41.53418,"Camp Ashland"
4186,97.1,105.8,0.83,"2015-10-27 06:00:00",-81.52691,27.74779,"Hurlburt"
4397,77.7,92.2,0.93,"2015-02-03 12:00:00",-115.47015,36.35268,"Hawthorne"
3718,60.6,58.5,0.92,"2015-02-19 12:00:00",-75.04029,45.22394,"Fort drum"
4109,104.2,109.3,0.91,"2015-03-17 18:00:00",-74.97159,45.23353,"Fort drum"
3963,59.2,78.5,0.94,"2015-01-13 12:00:00",-97.46018,32.78075,"Fort Bliss"
3577,82.1,82,0.78,"2016-03-04 00:00:00",-97.44644,32.77142,"Fort Bliss"
4222,108.5,75.6,0.77,"2016-03-29 00:00:00",-115.49695,36.37476,"Hawthorne"
4277,108.1,60.4,0.88,"2015-06-30 06:00:00",-115.45626,36.39939,"Hawthorne"
4438,82.9,56.5,0.89,"2015-05-31 12:00:00",-74.95445,45.27624,"Fort drum"
3909,85.5,109,0.81,"2015-12-20 00:00:00",-100.04842,41.54721,"Camp Ashland"
4397,85.6,83.6,0.72,"2016-08-16 06:00:00",-115.47015,36.35268,"Hawthorne"
3718,61.7,76,0.9,"2015-04-08 00:00:00",-75.04029,45.22394,"Fort drum"
4317,71,77.2,0.84,"2015-10-16 00:00:00",-81.47437,27.73138,"Hurlburt"
3810,60.6,80.2,0.77,"2016-04-02 06:00:00",-115.49047,36.42567,"Hawthorne"
3734,73.7,74.6,0.87,"2015-06-26 00:00:00",-115.52564,36.43696,"Hawthorne"
4292,71.4,62.7,0.73,"2016-07-16 06:00:00",-74.96775,45.21805,"Fort drum"
4222,92.8,98.6,0.88,"2015-06-15 00:00:00",-115.49695,36.37476,"Hawthorne"
3709,66.1,105,0.94,"2015-01-01 18:00:00",-97.43551,32.76468,"Fort Bliss"
4279,62.5,99.8,0.9,"2015-05-03 12:00:00",-81.53111,27.69132,"Hurlburt"
3897,69.6,103.1,0.87,"2015-07-09 12:00:00",-75.00357,45.27926,"Fort drum"
3556,70.6,48.8,0.75,"2016-06-06 00:00:00",-81.48993,27.69282,"Hurlburt"
3623,90.3,94.8,0.93,"2015-02-09 18:00:00",-115.52572,36.36664,"Hawthorne"
4133,76.9,45.1,0.87,"2015-07-12 18:00:00",-115.47493,36.43337,"Hawthorne"
3966,77.9,60.4,0.78,"2016-03-27 06:00:00",-115.5264,36.43856,"Hawthorne"
3793,55.8,59.5,0.73,"2016-08-08 12:00:00",-81.53213,27.70878,"Hurlburt"
3592,75.9,94.6,0.76,"2016-04-25 12:00:00",-100.049,41.45603,"Camp Ashland"
3718,60.9,49.9,0.78,"2016-03-02 00:00:00",-75.04029,45.22394,"Fort drum"
3814,107.1,48.1,0.73,"2016-07-18 18:00:00",-100.02974,41.52101,"Camp Ashland"
4268,90.8,79.4,0.78,"2016-03-24 00:00:00",-81.53514,27.70049,"Hurlburt"
3764,99.8,108,0.9,"2015-05-12 12:00:00",-115.47118,36.36853,"Hawthorne"
3700,73.1,57,0.94,"2015-01-04 06:00:00",-99.95644,41.48475,"Camp Ashland"
3966,65.7,105.9,0.76,"2016-05-10 06:00:00",-115.5264,36.43856,"Hawthorne"
4375,69.1,105.4,0.74,"2015-08-26 06:00:00",-99.99663,41.45154,"Camp Ashland"
4104,104.4,56.4,0.82,"2015-11-19 18:00:00",-97.43316,32.77631,"Fort Bliss"
4310,72.6,68.9,0.87,"2015-07-20 12:00:00",-99.97013,41.50806,"Camp Ashland"
3793,107.4,64.3,0.85,"2015-09-04 06:00:00",-81.53213,27.70878,"Hurlburt"
3933,68.2,47.9,0.54,"2016-04-11 12:00:00",-74.95027,45.26996,"Fort drum"
3577,80,61.3,0.88,"2015-06-24 12:00:00",-97.44644,32.77142,"Fort Bliss"
4433,85.7,66.1,0.59,"2016-02-10 06:00:00",-97.44327,32.73516,"Fort Bliss"
3670,79.4,88.6,0.84,"2015-09-20 12:00:00",-115.47914,36.39666,"Hawthorne"
4129,102.2,106.9,0.94,"2015-01-18 00:00:00",-81.49266,27.70068,"Hurlburt"
4232,97.6,97.9,0.74,"2016-06-20 18:00:00",-100.01624,41.46461,"Camp Ashland"
3888,84.1,57.3,0.77,"2016-03-31 12:00:00",-97.42542,32.8131,"Fort Bliss"
3909,63.4,56.9,0.75,"2016-05-29 12:00:00",-100.04842,41.54721,"Camp Ashland"
3985,76.9,63.4,0.94,"2015-01-10 18:00:00",-115.51587,36.42559,"Hawthorne"
3734,89.2,65.1,0.82,"2015-12-07 12:00:00",-115.52564,36.43696,"Hawthorne"
4499,105.8,92.2,0.76,"2016-04-27 12:00:00",-81.50685,27.67311,"Hurlburt"
3561,104.9,100.3,0.69,"2015-08-04 18:00:00",-100.0272,41.497,"Camp Ashland"
4138,100.5,76.2,0.72,"2016-08-13 06:00:00",-115.47223,36.37771,"Hawthorne"
3528,107.6,79,0.76,"2016-05-06 00:00:00",-97.47912,32.79395,"Fort Bliss"
4421,92,84.4,0.85,"2015-08-29 18:00:00",-100.02554,41.53354,"Camp Ashland"
4208,75.3,95.8,0.86,"2015-08-08 12:00:00",-81.52652,27.69622,"Hurlburt"
3991,95.8,58.8,0.9,"2015-04-15 06:00:00",-75.00906,45.21474,"Fort drum"
3777,73.1,97.8,0.81,"2015-12-27 18:00:00",-75.03751,45.26606,"Fort drum"
4351,96.4,89.4,0.8,"2016-01-20 00:00:00",-74.95286,45.26563,"Fort drum"
3907,106.1,90.3,0.79,"2016-02-07 06:00:00",-81.47758,27.67185,"Hurlburt"
3777,96.4,82.5,0.87,"2015-07-16 06:00:00",-75.03751,45.26606,"Fort drum"
4141,89.3,64.1,0.83,"2015-10-31 18:00:00",-75.00767,45.23878,"Fort drum"
3824,79.6,80.6,0.86,"2015-04-10 00:00:00",-115.48108,36.36495,"Hawthorne"
3835,78.6,69.5,0.77,"2016-04-17 12:00:00",-81.54351,27.73274,"Hurlburt"
3633,75.1,55.3,0.78,"2016-03-10 00:00:00",-97.46019,32.72721,"Fort Bliss"
3630,86.9,74.5,0.85,"2015-08-31 00:00:00",-100.03085,41.49482,"Camp Ashland"
4317,65.6,73.9,0.94,"2015-01-06 00:00:00",-81.47437,27.73138,"Hurlburt"
4487,55.7,56.9,0.89,"2015-06-06 12:00:00",-115.54708,36.39182,"Hawthorne"
4236,88.9,88.2,0.7,"2015-10-05 12:00:00",-97.49781,32.8115,"Fort Bliss"
4141,61,80.5,0.8,"2016-02-05 00:00:00",-75.00767,45.23878,"Fort drum"
4074,105.1,46.1,0.42,"2016-04-16 06:00:00",-115.47888,36.35814,"Hawthorne"
3958,92.3,81.2,0.82,"2015-11-13 18:00:00",-81.46669,27.74579,"Hurlburt"
3793,68,76.3,0.75,"2016-06-20 12:00:00",-81.53213,27.70878,"Hurlburt"
3604,62.8,75.6,0.72,"2016-08-14 18:00:00",-100.01375,41.46745,"Camp Ashland"
4236,93.2,97,0.92,"2015-01-26 12:00:00",-97.49781,32.8115,"Fort Bliss"
4236,69.2,90.1,0.67,"2015-11-08 00:00:00",-97.49781,32.8115,"Fort Bliss"
3763,95.2,79.5,0.9,"2015-05-08 00:00:00",-99.96093,41.45484,"Camp Ashland"
3902,58.9,59.2,0.75,"2016-05-26 12:00:00",-97.48731,32.79546,"Fort Bliss"
3630,99.2,91.9,0.91,"2015-03-13 06:00:00",-100.03085,41.49482,"Camp Ashland"
3688,98.5,89,0.83,"2015-11-06 06:00:00",-97.44618,32.7234,"Fort Bliss"
3633,87,48.9,0.87,"2015-07-15 18:00:00",-97.46019,32.72721,"Fort Bliss"
3777,82.1,89.7,0.84,"2015-09-17 06:00:00",-75.03751,45.26606,"Fort drum"
3859,85.8,64.2,0.9,"2015-04-14 18:00:00",-97.47589,32.79332,"Fort Bliss"
4167,100.1,97.1,0.77,"2016-04-06 06:00:00",-81.48386,27.65824,"Hurlburt"
3630,84.2,86,0.89,"2015-05-18 12:00:00",-100.03085,41.49482,"Camp Ashland"
3673,56.8,65.3,0.76,"2016-05-04 06:00:00",-99.96615,41.50205,"Camp Ashland"
4292,70,101.2,0.85,"2015-09-04 12:00:00",-74.96775,45.21805,"Fort drum"
3604,87.3,49.5,0.89,"2015-05-29 00:00:00",-100.01375,41.46745,"Camp Ashland"
3633,58.8,63.7,0.75,"2016-05-15 06:00:00",-97.46019,32.72721,"Fort Bliss"
4001,77.7,82.3,0.94,"2015-01-02 00:00:00",-97.49712,32.77108,"Fort Bliss"
3763,80.7,76.3,0.92,"2015-02-20 00:00:00",-99.96093,41.45484,"Camp Ashland"
3907,80,54.5,0.87,"2015-07-24 12:00:00",-81.47758,27.67185,"Hurlburt"
4135,66.3,78.1,0.8,"2015-06-14 06:00:00",-74.9905,45.25962,"Fort drum"
4469,77.7,67.5,0.79,"2015-05-24 06:00:00",-115.48422,36.36955,"Hawthorne"
4222,83.6,45.8,0.91,"2015-03-20 00:00:00",-115.49695,36.37476,"Hawthorne"
3565,68.2,78.8,0.41,"2016-04-08 06:00:00",-99.98972,41.49483,"Camp Ashland"
3535,105.2,102.1,0.86,"2015-08-10 00:00:00",-97.49487,32.74335,"Fort Bliss"
4488,78.2,92.5,0.81,"2015-12-22 12:00:00",-81.51338,27.71698,"Hurlburt"
3623,65.4,49.3,0.92,"2015-02-14 06:00:00",-115.52572,36.36664,"Hawthorne"
3670,90.6,69.2,0.94,"2015-01-08 06:00:00",-115.47914,36.39666,"Hawthorne"
3700,84.1,82.3,0.81,"2015-12-21 18:00:00",-99.95644,41.48475,"Camp Ashland"
3793,78.9,58.4,0.76,"2016-05-17 00:00:00",-81.53213,27.70878,"Hurlburt"
3630,96.2,77.1,0.77,"2016-04-06 18:00:00",-100.03085,41.49482,"Camp Ashland"
3806,91.4,55.2,0.85,"2015-09-04 00:00:00",-115.51603,36.43371,"Hawthorne"
3810,99.5,65.5,0.78,"2016-03-01 06:00:00",-115.49047,36.42567,"Hawthorne"
4121,70.5,75,0.74,"2016-07-06 06:00:00",-100.03726,41.51464,"Camp Ashland"
4420,65.9,52.1,0.79,"2016-02-06 00:00:00",-81.5306,27.7307,"Hurlburt"
4074,80.6,57.7,0.73,"2015-07-15 00:00:00",-115.47888,36.35814,"Hawthorne"
4351,107.7,67.2,0.79,"2016-02-21 18:00:00",-74.95286,45.26563,"Fort drum"
3715,75.9,55.8,0.93,"2015-01-28 12:00:00",-74.9937,45.22259,"Fort drum"
4197,102.1,53.1,0.85,"2015-09-09 18:00:00",-97.4297,32.79111,"Fort Bliss"
3736,94.9,83.7,0.92,"2015-02-16 18:00:00",-75.03974,45.2421,"Fort drum"
4420,106,70,0.79,"2016-01-29 12:00:00",-81.5306,27.7307,"Hurlburt"
4040,81.3,45.2,0.81,"2015-12-06 06:00:00",-115.52342,36.43653,"Hawthorne"
3718,92.4,101.6,0.89,"2015-05-07 06:00:00",-75.04029,45.22394,"Fort drum"
3604,78.1,101,0.93,"2015-02-06 06:00:00",-100.01375,41.46745,"Camp Ashland"
4292,104.3,75.3,0.93,"2015-02-01 06:00:00",-74.96775,45.21805,"Fort drum"
3969,105.3,97.9,0.83,"2015-11-03 18:00:00",-100.04489,41.47893,"Camp Ashland"
3588,69.4,82.9,0.84,"2015-10-11 18:00:00",-100.04144,41.53507,"Camp Ashland"
3865,99.5,108.4,0.76,"2016-05-21 00:00:00",-100.03183,41.50625,"Camp Ashland"
3700,67.4,94.3,0.79,"2016-02-16 06:00:00",-99.95644,41.48475,"Camp Ashland"
3535,91.6,101.9,0.8,"2016-01-24 18:00:00",-97.49487,32.74335,"Fort Bliss"
4222,78.8,102.1,0.74,"2016-06-30 18:00:00",-115.49695,36.37476,"Hawthorne"
3592,75,47.5,0.87,"2015-07-14 18:00:00",-100.049,41.45603,"Camp Ashland"
4433,105.2,93.7,0.84,"2015-04-24 18:00:00",-97.44327,32.73516,"Fort Bliss"
4186,62.6,45.8,0.76,"2016-05-22 18:00:00",-81.52691,27.74779,"Hurlburt"
3991,56.5,96.7,0.93,"2015-02-03 00:00:00",-75.00906,45.21474,"Fort drum"
4488,92,71.7,0.74,"2016-06-17 18:00:00",-81.51338,27.71698,"Hurlburt"
3830,91.1,87.9,0.92,"2015-02-26 00:00:00",-74.96081,45.25824,"Fort drum"
3633,70.7,101.3,0.92,"2015-03-02 00:00:00",-97.46019,32.72721,"Fort Bliss"
3736,100.2,59.6,0.79,"2016-02-07 12:00:00",-75.03974,45.2421,"Fort drum"
3963,71.7,47.7,0.8,"2016-01-09 18:00:00",-97.46018,32.78075,"Fort Bliss"
4091,84.8,97.5,0.86,"2015-08-20 06:00:00",-100.02732,41.45441,"Camp Ashland"
3824,73.5,71.9,0.81,"2015-06-12 18:00:00",-115.48108,36.36495,"Hawthorne"
4104,107.4,99.1,0.92,"2015-02-15 12:00:00",-97.43316,32.77631,"Fort Bliss"
4354,76.4,46.6,0.62,"2015-10-08 06:00:00",-97.45821,32.80996,"Fort Bliss"
3623,110,47.2,0.83,"2015-10-20 12:00:00",-115.52572,36.36664,"Hawthorne"
3902,90.9,67.7,0.77,"2016-03-25 18:00:00",-97.48731,32.79546,"Fort Bliss"
4302,86.9,78.9,0.93,"2015-02-02 06:00:00",-115.49126,36.4039,"Hawthorne"
4040,81,109.9,0.75,"2016-06-05 06:00:00",-115.52342,36.43653,"Hawthorne"
3810,57.6,69.7,0.78,"2016-03-23 06:00:00",-115.49047,36.42567,"Hawthorne"
4268,66.7,86.2,0.83,"2015-10-17 06:00:00",-81.53514,27.70049,"Hurlburt"
4129,80.3,66.3,0.9,"2015-05-04 18:00:00",-81.49266,27.70068,"Hurlburt"
4121,89.9,55.7,0.77,"2016-04-08 06:00:00",-100.03726,41.51464,"Camp Ashland"
4104,63.7,93.7,0.85,"2015-09-06 00:00:00",-97.43316,32.77631,"Fort Bliss"
3728,57.8,45.4,0.88,"2015-06-07 18:00:00",-74.95018,45.22991,"Fort drum"
4121,102.2,57.4,0.83,"2015-11-09 18:00:00",-100.03726,41.51464,"Camp Ashland"
4487,84.1,69.4,0.93,"2015-02-01 18:00:00",-115.54708,36.39182,"Hawthorne"
4118,80,75.6,0.73,"2015-08-24 18:00:00",-81.53451,27.72172,"Hurlburt"
3673,69.9,53.8,0.92,"2015-02-25 18:00:00",-99.96615,41.50205,"Camp Ashland"
4129,85.4,65.5,0.81,"2015-12-27 00:00:00",-81.49266,27.70068,"Hurlburt"
3909,104.9,88.2,0.82,"2015-11-21 12:00:00",-100.04842,41.54721,"Camp Ashland"
3777,58.3,105.9,0.86,"2015-08-12 00:00:00",-75.03751,45.26606,"Fort drum"
4208,59.9,104.4,0.89,"2015-05-10 12:00:00",-81.52652,27.69622,"Hurlburt"
4499,85.5,78.7,0.86,"2015-08-07 00:00:00",-81.50685,27.67311,"Hurlburt"
4236,70.9,96.9,0.77,"2015-07-06 06:00:00",-97.49781,32.8115,"Fort Bliss"
3679,57.1,87.8,0.88,"2015-06-06 06:00:00",-115.5269,36.43018,"Hawthorne"
3688,85.8,66.5,0.9,"2015-04-14 06:00:00",-97.44618,32.7234,"Fort Bliss"
3917,93.1,51.8,0.78,"2016-02-27 00:00:00",-74.99922,45.24809,"Fort drum"
4121,57.5,104.4,0.9,"2015-04-06 06:00:00",-100.03726,41.51464,"Camp Ashland"
3907,64.1,46,0.81,"2015-12-31 06:00:00",-81.47758,27.67185,"Hurlburt"
4222,88.6,71,0.89,"2015-05-17 18:00:00",-115.49695,36.37476,"Hawthorne"
3728,78.9,45.2,0.92,"2015-02-25 00:00:00",-74.95018,45.22991,"Fort drum"
4091,84.4,65.7,0.74,"2016-07-07 18:00:00",-100.02732,41.45441,"Camp Ashland"
3777,99.9,49.5,0.89,"2015-05-16 18:00:00",-75.03751,45.26606,"Fort drum"
3764,104.1,49.3,0.73,"2016-07-28 12:00:00",-115.47118,36.36853,"Hawthorne"
4074,106.8,56.6,0.67,"2015-08-31 12:00:00",-115.47888,36.35814,"Hawthorne"
3535,105.5,102.6,0.78,"2016-03-03 18:00:00",-97.49487,32.74335,"Fort Bliss"
4375,79.1,69.2,0.64,"2015-12-22 00:00:00",-99.99663,41.45154,"Camp Ashland"
3917,64.2,75.3,0.82,"2015-11-17 18:00:00",-74.99922,45.24809,"Fort drum"
3633,104.7,53,0.87,"2015-07-02 00:00:00",-97.46019,32.72721,"Fort Bliss"
3631,56,62.3,0.83,"2015-11-03 12:00:00",-97.46347,32.73806,"Fort Bliss"
4487,89.3,86.2,0.77,"2016-04-01 18:00:00",-115.54708,36.39182,"Hawthorne"
4317,74.8,63,0.93,"2015-01-26 18:00:00",-81.47437,27.73138,"Hurlburt"
4148,60.6,101.4,0.93,"2015-02-06 06:00:00",-115.49922,36.36511,"Hawthorne"
4187,97.7,92.9,0.94,"2015-01-12 06:00:00",-97.4721,32.77283,"Fort Bliss"
3902,83,95.3,0.79,"2016-02-21 00:00:00",-97.48731,32.79546,"Fort Bliss"
3728,88.5,84,0.73,"2016-07-09 06:00:00",-74.95018,45.22991,"Fort drum"
3865,91.2,70.3,0.92,"2015-03-09 18:00:00",-100.03183,41.50625,"Camp Ashland"
4317,81.8,70.1,0.91,"2015-04-01 06:00:00",-81.47437,27.73138,"Hurlburt"
4197,108.5,88,0.77,"2016-04-18 06:00:00",-97.4297,32.79111,"Fort Bliss"
4031,89.2,70.5,0.89,"2015-05-25 12:00:00",-75.02076,45.24581,"Fort drum"
3998,59.4,66.8,0.6,"2016-01-28 00:00:00",-74.99192,45.23865,"Fort drum"
4401,82.4,53.8,0.74,"2016-06-30 12:00:00",-74.98549,45.21944,"Fort drum"
4187,103.3,100.6,0.82,"2015-11-05 18:00:00",-97.4721,32.77283,"Fort Bliss"
4065,97.7,95.6,0.92,"2015-02-13 06:00:00",-81.54641,27.7201,"Hurlburt"
3709,90,56.2,0.75,"2016-06-09 00:00:00",-97.43551,32.76468,"Fort Bliss"
3764,67.4,69.9,0.87,"2015-08-01 12:00:00",-115.47118,36.36853,"Hawthorne"
3592,81,91.8,0.77,"2016-04-07 12:00:00",-100.049,41.45603,"Camp Ashland"
4317,65.9,85.3,0.85,"2015-09-09 00:00:00",-81.47437,27.73138,"Hurlburt"
3859,75.1,64.4,0.8,"2016-01-17 06:00:00",-97.47589,32.79332,"Fort Bliss"
4302,108.7,73.4,0.88,"2015-06-24 18:00:00",-115.49126,36.4039,"Hawthorne"
3966,76.6,97.2,0.8,"2016-01-29 12:00:00",-115.5264,36.43856,"Hawthorne"
4351,68.8,82,0.85,"2015-08-17 18:00:00",-74.95286,45.26563,"Fort drum"
