"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"2935",10,1,"White",1,1,1,1,1,1,1,1,0,0,1,1,1,1,225,17,1,1,0,NA,562.5
"2936",10,0,"Hispanic",0,1,1,NA,1,NA,NA,NA,0,0,0,0,1,0,240,30,1,1,0,1897,543.27
"2937",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,235,15,1,1,0,1828,445.32
"2938",11,1,"Hispanic",1,0,0,0,0,1,0,1,1,1,1,1,0,1,225,30,1,1,1,989,546.87
"2939",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,18,1,1,0,2000,662.15
"2940",10,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,250,25,1,1,0,636,550.8
"2941",10,1,"Hispanic",1,0,1,0,0,1,0,1,1,0,0,0,1,0,300,30,1,1,1,3261,644.84
"2942",10,1,"White",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1100,25,1,1,0,1064,523.14
"2943",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,15,1,0,1,915,571.08
"2944",9,1,"Black",1,1,1,NA,1,1,NA,0,1,1,1,0,1,0,300,22,1,1,1,1400,349.98
"2945",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,23,1,0,1,356,684.04
"2946",9,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,1378,333.95
"2947",10,1,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,270,25,1,1,0,996,544.87
"2948",11,1,"Hispanic",1,1,1,0,1,0,0,1,1,1,1,1,1,0,225,27,1,1,1,991,517.29
"2949",9,0,"White",1,1,1,0,1,1,NA,0,1,1,1,1,1,0,275,30,1,1,1,3261,539.06
"2950",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1489,587.04
"2951",10,1,"White",1,1,1,1,1,1,1,1,0,1,0,1,1,1,270,20,1,1,0,979,686.12
"2952",10,0,"White",1,0,1,1,1,1,1,1,0,0,0,0,1,0,235,30,1,1,0,1828,487.82
"2953",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,2748,556.17
"2954",10,0,"White",1,0,1,0,1,NA,NA,NA,1,1,0,1,0,1,250,30,1,1,0,754,587.68
"2955",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,33,1,1,0,1692,704.06
"2956",10,1,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,250,30,1,0,0,1064,515.61
"2957",11,0,"More than one race",0,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,8,1,1,1,1400,546.37
"2958",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,0,1900,599.83
"2959",10,1,"Black",1,1,1,NA,NA,0,NA,1,1,1,1,1,1,0,250,NA,1,1,0,762,208.65
"2960",10,1,"White",1,0,1,0,1,1,NA,1,1,1,1,1,1,0,250,20,1,1,0,850,387.98
"2961",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,200,17,1,0,1,356,502.12
"2962",10,1,"White",1,1,1,0,1,1,0,1,1,0,1,1,1,0,210,20,1,1,1,991,545.11
"2963",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,NA,1,1,0,854,397.04
"2964",10,1,"White",1,0,1,0,0,1,1,1,1,1,1,1,1,0,240,15,1,1,0,1380,481.61
"2965",10,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,1,280,15,0,1,1,502,514.51
"2966",10,1,"White",1,1,1,1,0,1,NA,1,1,1,1,1,1,0,240,22,1,1,0,1680,491.32
"2967",10,1,"Black",1,0,1,1,1,1,1,1,1,1,1,1,NA,1,45,27,1,1,1,2004,335.15
"2968",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,258,30,1,1,0,1812,586.01
"2969",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,21,1,1,0,1526,510.22
"2970",9,1,"Black",0,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,90,NA,0,1,0,820,325.21
"2971",11,0,"Asian",1,1,1,0,1,1,0,1,1,0,0,1,1,0,255,21,1,0,1,570,554.39
"2972",11,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,240,15,1,1,1,1900,722.41
"2973",11,0,"White",1,1,1,0,1,1,0,1,1,1,0,1,1,1,250,25,1,1,1,1723,621.12
"2974",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,25,1,1,0,1680,461.53
"2975",10,1,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,1,200,20,1,1,0,434,652.21
"2976",10,0,"Black",1,1,0,0,1,1,0,0,0,0,0,0,1,0,225,25,1,1,0,1327,511.02
"2977",9,0,"White",1,1,1,0,NA,1,0,1,1,1,1,1,0,0,300,20,1,1,0,362,380.5
"2978",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,0,1,1,1,225,17,1,1,0,1327,606.59
"2979",10,1,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,175,30,1,1,0,1913,581.18
"2980",10,1,"White",1,1,1,NA,1,1,NA,1,1,0,0,1,1,0,250,25,1,1,1,2203,640.59
"2981",11,0,"Black",1,1,1,0,0,1,0,1,1,1,1,1,1,0,235,20,0,1,1,991,598.96
"2982",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,NA,0,260,20,1,1,0,850,446.5
"2983",11,0,"Hispanic",0,1,0,0,1,0,0,1,1,0,0,0,1,0,50,40,1,1,1,NA,433.72
"2984",10,1,"White",NA,0,1,NA,0,NA,NA,NA,1,1,1,1,1,0,270,20,1,1,1,1378,422.45
"2985",10,0,"White",1,1,1,0,1,0,0,1,1,1,1,1,0,1,225,40,1,1,0,149,563.13
"2986",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,0,0,1,308,622.31
"2987",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1610,630.66
"2988",9,1,"White",1,0,1,0,0,0,0,1,1,1,1,1,0,0,NA,30,1,1,0,1317,298.83
"2989",9,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,225,12,1,1,0,347,443.97
"2990",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,NA,20,1,1,0,358,473.2
"2991",10,1,"Hispanic",0,1,1,1,1,1,0,1,1,0,0,1,1,NA,800,28,1,1,0,361,404.81
"2992",9,1,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,0,270,24,1,1,0,850,531.72
"2993",11,1,"White",0,1,1,0,1,1,0,0,1,0,0,0,1,0,275,33,1,1,1,3164,468.79
"2994",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,450,21,1,1,0,987,554.23
"2995",11,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,264,35,1,1,0,2402,497.12
"2996",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,1,2144,535.96
"2997",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,300,24,1,1,0,434,493.72
"2998",11,1,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,1,1,0,225,30,1,1,0,754,465.58
"2999",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,347,698.42
"3000",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,75,30,1,1,0,930,439.76
"3001",10,1,"Black",1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,0,250,32,1,1,0,505,388.46
"3002",11,0,"Black",1,1,1,0,1,0,0,1,1,1,0,1,1,1,45,17,1,1,1,2640,547.32
"3003",9,1,"Hispanic",1,0,1,NA,0,1,0,NA,1,1,0,1,1,0,270,NA,1,1,0,996,317.11
"3004",10,0,"Black",1,1,1,1,0,1,1,1,1,1,1,1,1,1,225,27,1,0,1,308,405.92
"3005",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,12,1,0,1,915,704.96
"3006",10,0,"Hispanic",1,1,1,NA,1,NA,NA,NA,1,0,1,1,1,1,250,25,1,1,1,539,561.38
"3007",10,1,NA,NA,1,1,NA,NA,NA,0,1,1,1,0,1,1,0,NA,30,1,1,0,1750,307.49
"3008",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,360,30,1,1,0,1295,649.32
"3009",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,200,16,1,1,0,509,568.06
"3010",11,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,0,0,200,NA,NA,1,0,1828,477.1
"3011",10,1,"Black",1,1,0,NA,1,NA,NA,NA,1,1,NA,1,0,0,175,15,1,1,0,1380,372.43
"3012",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,30,1,1,0,1295,492.51
"3013",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,0,0,180,18,1,1,0,261,516.18
"3014",11,0,"White",1,1,1,1,1,1,0,1,0,1,0,1,1,1,225,14,1,1,0,1848,682.21
"3015",10,1,"Hispanic",0,1,1,0,0,0,0,1,1,1,1,1,1,0,250,20,1,1,0,400,483.62
"3016",10,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,1,260,16,1,1,0,3004,658.38
"3017",10,1,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,180,20,1,1,0,887,648.76
"3018",10,0,"White",0,1,1,NA,1,1,NA,1,1,1,1,1,1,0,270,20,1,1,0,196,569.88
"3019",11,1,"Hispanic",0,1,1,NA,1,1,NA,0,1,1,1,1,1,0,230,18,1,1,0,1828,544.63
"3020",10,1,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,0,240,30,1,0,1,570,564.83
"3021",9,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,300,18,1,1,0,434,622.71
"3022",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,18,1,1,0,996,551.85
"3023",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,25,1,1,0,1680,531.99
"3024",11,0,"Hispanic",1,1,0,0,1,1,0,1,1,1,1,1,1,1,330,35,1,1,1,2942,538.03
"3025",10,1,"More than one race",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,15,1,1,0,400,453.88
"3026",10,0,"Hispanic",1,1,1,1,1,0,0,0,0,0,0,0,1,0,232,15,1,1,0,2710,495.13
"3027",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1064,514.64
"3028",10,1,"Black",1,1,0,0,1,1,0,0,1,1,1,1,1,0,NA,28,1,1,0,1327,461.81
"3029",10,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,26,1,1,0,358,443.29
"3030",9,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,16,1,1,0,276,397.68
"3031",10,1,"Hispanic",1,1,0,NA,0,0,NA,1,0,0,0,1,1,0,55,18,1,1,1,1400,333.23
"3032",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,235,NA,1,1,0,366,497.25
"3033",10,0,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,250,35,1,1,1,2004,486
"3034",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,20,1,0,1,356,549.6
"3035",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,24,1,1,0,1471,505.93
"3036",10,0,"Hispanic",1,1,1,0,1,0,0,0,1,0,0,0,1,0,280,20,1,1,0,227,539.38
"3037",10,1,"Hispanic",0,0,1,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,0,1,1,626,296.83
"3038",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,7,1,1,0,1233,490.35
"3039",10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,350,23,1,1,0,1295,577.74
"3040",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,1380,553.77
"3041",11,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,450,20,1,1,0,987,482.42
"3042",11,0,"Hispanic",1,1,1,NA,1,1,NA,0,1,1,1,1,1,0,225,26,1,1,1,2640,480.04
"3043",10,1,"Black",1,0,1,1,1,1,1,1,1,1,1,1,1,0,245,29,1,1,0,366,475.6
"3044",10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,31,1,1,1,2162,331.54
"3045",10,1,"White",0,1,1,0,1,NA,NA,NA,1,1,NA,1,0,0,450,25,1,1,0,432,295.79
"3046",10,1,"Black",1,1,1,1,1,1,1,1,1,1,0,1,1,0,300,33,1,1,1,2255,514.88
"3047",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,549.92
"3048",11,1,"Asian",0,1,0,0,1,1,NA,1,0,0,1,1,1,0,250,30,1,1,0,1382,625.76
"3049",10,1,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,57,30,1,1,1,NA,489.23
"3050",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,0,2748,456.6
"3051",10,1,"Black",1,1,1,1,1,0,0,1,1,1,0,1,1,0,400,20,1,1,0,2041,563.39
"3052",11,0,"Black",1,0,1,0,0,1,NA,NA,1,1,1,1,1,1,50,23,1,1,1,1392,469.47
"3053",11,0,"Asian",1,1,1,1,0,1,1,1,0,0,0,0,1,1,275,25,1,1,0,2000,732.42
"3054",10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,0,290,22,1,1,0,926,496.45
"3055",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,25,1,1,0,1380,497.12
"3056",10,0,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,270,22,1,1,0,196,462.24
"3057",9,0,"Hispanic",1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,0,NA,NA,1,1,0,979,370.97
"3058",10,1,"Asian",1,1,1,0,0,1,1,1,1,0,0,1,1,0,300,30,1,1,0,347,435.04
"3059",11,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,285,36,1,1,1,NA,501.82
"3060",10,0,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,300,NA,1,1,0,899,467.96
"3061",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,240,9,1,1,0,149,559.87
"3062",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,25,1,0,1,356,585.69
"3063",11,0,"White",0,1,0,0,1,1,0,1,1,1,1,1,1,0,800,25,1,1,0,808,493.62
"3064",11,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,1,275,30,1,1,1,2149,560.11
"3065",11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,30,1,1,0,432,606.19
"3066",11,0,"White",1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,235,16,1,1,0,1828,595.7
"3067",10,0,"Black",1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,25,1,1,0,820,477.57
"3068",10,0,"Native Hawaiian/Other Pacific Islander",1,NA,1,0,1,1,0,1,1,1,1,1,1,1,150,30,1,1,1,2532,489.33
"3069",10,0,"Hispanic",1,0,0,0,1,0,0,NA,1,0,0,0,0,1,275,10,1,1,1,1998,488.38
"3070",9,1,"Black",0,0,1,NA,1,1,NA,1,1,1,1,1,1,0,350,NA,1,1,0,100,269.09
"3071",10,1,"White",0,1,1,0,0,0,0,0,1,1,1,1,1,0,225,22,1,1,0,1250,398.64
"3072",11,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,0,1,270,30,1,1,1,1619,509.83
"3073",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,135,19,1,1,0,196,461.57
"3074",10,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,0,0,990,20,1,1,1,1202,351.74
"3075",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,25,1,1,0,850,622.47
"3076",10,0,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,1,300,19,1,1,0,362,508.72
"3077",9,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,0,425,30,1,1,0,2569,366.57
"3078",9,1,"More than one race",0,0,1,1,1,0,NA,1,1,1,1,1,1,0,225,9,1,1,1,1110,435.92
"3079",11,0,"Hispanic",0,1,1,1,1,1,1,1,0,0,0,0,1,0,110,20,1,1,1,1723,392.41
"3080",11,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,1,140,32,1,1,0,1295,517.77
"3081",10,0,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,0,1,1,45,25,1,1,0,1900,444.69
"3082",10,0,"Hispanic",0,1,1,1,1,1,0,1,0,0,0,0,1,1,1680,20,1,1,1,2646,452.07
"3083",9,0,"Hispanic",0,0,1,0,1,1,0,0,1,1,1,1,0,0,300,30,1,1,1,3592,464.71
"3084",10,1,"Black",1,0,1,0,1,1,NA,1,1,0,0,1,1,1,45,25,1,1,1,673,454.6
"3085",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,30,1,1,0,929,558.66
"3086",9,1,"Hispanic",1,0,0,NA,1,1,0,1,1,NA,NA,1,1,0,225,25,1,1,0,1897,476.8
"3087",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,NA,1,0,1,356,599.59
"3088",11,0,"Hispanic",1,1,0,NA,1,1,NA,0,1,0,0,1,1,1,54,28,1,1,1,NA,506.65
"3089",11,0,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,0,1,1,475,27,1,1,0,1079,542.79
"3090",10,0,"Hispanic",0,1,1,1,0,1,1,1,NA,1,1,1,1,0,270,27,1,1,0,1471,528.34
"3091",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,0,0,270,15,1,1,0,261,416.09
"3092",10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,1,300,30,1,1,1,1046,598.24
"3093",10,0,"White",0,1,1,0,1,1,0,1,0,0,0,0,1,0,NA,NA,NA,1,1,502,486.15
"3094",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,31,1,0,0,1064,520.26
"3095",11,0,"Asian",0,1,0,0,0,1,0,0,1,0,0,0,1,0,225,32,1,1,1,1095,579.58
"3096",9,1,"More than one race",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,30,1,1,0,2878,328.09
"3097",9,1,"Asian",0,1,1,0,0,1,0,1,0,0,0,0,1,0,180,30,1,1,1,989,407.94
"3098",10,0,"Hispanic",0,0,1,NA,1,1,NA,0,1,1,1,1,1,0,360,40,1,1,1,2886,364.85
"3099",10,1,"Native Hawaiian/Other Pacific Islander",1,1,1,0,0,1,0,0,1,0,0,0,1,0,275,39,1,1,1,3592,470.63
"3100",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,1812,518.89
"3101",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,14,1,1,0,196,641.62
"3102",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,20,1,1,0,276,661.16
"3103",9,1,"White",1,0,1,1,0,1,1,1,1,1,1,1,1,1,235,30,1,1,0,2878,623.67
"3104",10,0,"Hispanic",1,1,0,0,1,NA,NA,NA,0,0,0,0,1,0,270,28,1,1,1,2999,444.53
"3105",10,0,"Hispanic",NA,1,1,NA,0,NA,NA,NA,0,0,0,0,1,0,450,NA,1,1,0,1733,379.7
"3106",11,1,"Hispanic",0,0,0,NA,1,0,NA,1,1,1,1,0,1,0,NA,20,1,1,1,3000,309.42
"3107",10,0,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,275,30,1,1,0,2041,562.89
"3108",10,0,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,0,300,39,1,1,1,3164,473.28
"3109",10,0,"Hispanic",0,0,1,0,1,1,1,1,1,0,1,1,1,0,275,28,1,1,0,1692,389.32
"3110",10,0,"American Indian/Alaska Native",1,1,1,0,0,1,0,1,1,1,1,1,0,1,55,15,1,1,0,300,408.54
"3111",11,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,30,1,1,0,1610,502.6
"3112",9,1,"Hispanic",1,1,1,0,0,1,0,1,1,1,1,1,1,0,300,34,1,1,1,3138,446.82
"3113",10,0,"Black",1,1,1,0,0,1,0,1,1,0,1,1,1,1,270,32,1,1,1,NA,543.99
"3114",10,0,"White",0,1,1,1,1,1,1,0,1,1,1,1,1,1,270,26,1,0,1,570,552.17
"3115",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2041,629.7
"3116",11,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,0,0,1,0,250,36,1,1,1,1763,537.31
"3117",10,1,"Black",0,1,1,NA,0,NA,NA,NA,0,0,0,1,1,0,230,26,1,1,1,1196,485.14
"3118",10,1,"Hispanic",0,1,0,0,0,1,0,1,1,0,0,1,1,0,250,40,1,1,1,2646,580.62
"3119",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,636,605.71
"3120",10,0,"Hispanic",0,1,1,0,0,1,NA,1,1,1,1,1,0,0,NA,25,NA,1,1,NA,380.82
"3121",10,0,"White",1,1,1,0,1,0,0,1,0,0,0,0,1,1,120,19,1,1,0,1733,634.71
"3122",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,40,1,1,1,1734,621.27
"3123",10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,90,20,1,1,0,362,398.64
"3124",10,1,"Native Hawaiian/Other Pacific Islander",1,1,1,0,0,1,0,0,1,0,0,1,1,0,NA,24,1,1,1,2149,490.35
"3125",10,1,"White",0,1,1,0,1,1,NA,1,1,1,1,1,1,0,350,30,1,1,0,712,501.66
"3126",9,1,"Black",1,0,1,0,1,NA,NA,NA,1,1,1,1,0,0,285,19,1,1,1,NA,396.8
"3127",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,1526,604.35
"3128",10,0,"White",1,1,1,0,0,1,NA,1,1,1,1,1,1,0,225,25,1,1,0,276,425.22
"3129",9,1,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,1,0,200,30,1,1,0,1733,377.8
"3130",10,1,"White",1,1,NA,1,1,0,NA,1,1,1,1,1,1,0,225,20,1,1,0,1233,345.65
"3131",10,0,"White",1,0,1,0,0,1,0,1,1,1,1,1,0,0,275,20,1,1,0,362,435.95
"3132",10,1,"Hispanic",1,0,0,0,1,NA,NA,NA,1,1,1,1,0,0,NA,25,NA,1,0,1101,340.92
"3133",10,1,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,1,270,15,1,1,0,261,690.05
"3134",10,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,450,28,1,1,0,1750,611.59
"3135",10,0,"White",0,1,1,1,1,1,NA,0,1,1,1,1,1,0,425,30,1,1,0,2569,600.63
"3136",10,1,"White",0,1,1,0,0,1,0,0,1,1,1,1,1,0,450,28,1,1,0,432,568.68
"3137",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,28,1,1,0,316,659.02
"3138",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,15,1,1,0,389,651.31
"3139",9,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,NA,30,1,1,0,2361,650.37
"3140",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,50,18,0,1,0,868,364.37
"3141",10,1,"American Indian/Alaska Native",0,1,1,1,1,1,0,0,1,1,1,1,NA,0,200,11,NA,1,0,300,503.74
"3142",8,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,0,0,275,NA,NA,1,0,421,368.5
"3143",10,1,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,1,450,30,1,1,0,820,466.3
"3144",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,0,1,1,1,1,300,23,1,1,1,2144,533.66
"3145",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,2255,495.16
"3146",10,0,"More than one race",1,0,1,NA,NA,NA,0,1,1,1,1,1,1,0,240,17,1,1,0,1380,444.37
"3147",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,25,1,1,1,673,454.68
"3148",10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,316,471.19
"3149",11,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,0,200,30,1,1,1,2640,415.13
"3150",9,1,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,0,150,20,1,1,0,1733,387.34
"3151",10,1,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,420,27,1,1,0,899,399.28
"3152",11,1,"White",1,NA,1,1,1,1,0,1,1,1,1,1,1,0,950,50,1,1,0,1250,564.11
"3153",11,0,"Black",0,1,1,0,1,1,0,1,1,1,1,1,0,1,225,30,1,1,1,1392,503.15
"3154",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,8,1,1,0,247,602.69
"3155",11,0,"White",1,1,1,1,1,1,1,1,1,0,1,1,1,0,225,25,0,1,1,1640,661.48
"3156",10,1,"White",0,0,0,NA,NA,NA,0,1,1,1,1,1,1,0,275,33,1,1,0,362,419.89
"3157",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,150,30,1,1,1,2080,577.74
"3158",10,0,"Hispanic",1,0,1,0,1,0,0,1,1,0,1,1,1,0,225,27,NA,1,1,539,432.37
"3159",11,0,"Black",0,1,1,0,1,NA,NA,NA,1,1,1,1,1,0,85,32,1,1,1,1392,492.51
"3160",9,1,"White",1,0,1,NA,0,1,NA,1,1,1,1,1,1,0,450,20,1,1,0,987,411.55
"3161",11,0,"White",1,0,1,NA,1,1,1,1,1,1,1,1,1,0,450,25,1,1,0,2569,604.36
"3162",10,1,"White",1,0,1,0,1,1,NA,1,1,1,1,1,1,0,205,16,1,1,0,434,342.85
"3163",9,1,"White",1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,300,20,1,1,1,1276,416.68
"3164",9,1,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,225,17,1,1,0,421,315.27
"3165",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,0,NA,1,1,225,18,1,1,0,366,577.03
"3166",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,50,20,1,0,1,366,592.09
"3167",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,225,17,NA,1,0,1828,607.06
"3168",10,0,"Black",1,0,1,0,1,1,1,0,1,1,1,1,1,0,225,35,1,1,1,2144,440.4
"3169",10,0,"Hispanic",1,1,0,0,0,0,0,1,1,1,0,1,1,1,156,32,1,1,1,2942,440.63
"3170",10,0,"Hispanic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,50,5,1,1,0,227,346.34
"3171",10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,2532,558.21
"3172",10,0,"Native Hawaiian/Other Pacific Islander",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,996,580.37
"3173",10,1,"American Indian/Alaska Native",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,1,1,0,300,350.86
